CLIENTE,RAZÓN SOCIAL,RFC,GRUPO,TIPO DE NEGOCIO,FECHA ALTA,SECTOR ECONÓMICO,SUBSECTOR ECONÓMICO,TIPO DE VENTA,CONTADO ESPECIAL,FECHA ALTA CRÉDITO,CRÉDITO,FECHA INICIO COBERTURA SEGURO,MONTO COBERTURA SEGURO,EMPRESA COBERTURA SEGURO,PLAZO,INTERÉS,ESTATUS,EMPRESA REGISTRO,SUCURSAL REGISTRO,PRODUCTO,DIRECCIÓN FISCAL,VENDEDOR(ES),TELÉFONO(S),GARANTÍA,IMPORTE FIANZA,IMPORTE PAGARÉ,IMPORTE CONTRATO,IMPORTE FILIAL,IMPORTE DISCRECIONAL,FECHA INICIO FIANZA,FECHA FIN FIANZA,FECHA INICIO PAGARÉ,FECHA FIN PAGARÉ,FECHA INICIO CONTRATO,FECHA FIN CONTRATO,FIANZA,FECHA VENC. FIANZA,
848,SERVICIOS EXPRESS DE TRANSPORTES,SET9903056H3,SERV EXPRESS,Distribuidora,16/08/2016,TRANSPORTE,TRANSPORTE DE PERSONAL,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL," JUAN CANO #147  ALVARO OBREGON C.P. 36530 Irapuato, Guanajuato, México",,"4622209761,",,,,undefined,,,,,,,undefined,undefined,,,
2214,SERVICIOS EXPRESS GUPA,SEG180111M60,PLATINUM,Asociados,24/10/2019,ENERGETICO,GASOLINERAS,Credito,NO,29/10/2019,"$5,100,000.00",,$0.00,Abastecedora,15,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CALZADA HEROICO COLEGIO MILITAR #6619 SUR EL RANCHITO C.P. 80300 Culiacán, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - MANUEL DUARTE MARTINEZ, ABACOM - Los Mochis - MANUEL DUARTE MARTINEZ","6672007090,","Fianza,,,","$3,600,000.00",,undefined,,,13/02/2026,13/02/2027,,,undefined,undefined,"$3,600,000.00",13/02/2026,
2502,SERVICIOS EXPRESS PAJE,SEP180111ESA,PLATINUM,Asociados,26/03/2020,ENERGETICO,GASOLINERAS,Credito,SI,03/02/2021,"$1,200,000.00",,$0.00,Abastecedora,1,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," BOULEVARD FRANCISCO I MADERO #1051 CENTRO C.P. 80000 Culiacán, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD","6672007090,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
2532,SERVICIOS F A L DEL FUERTE,SFL980829JW7,HERIBERTO FELIX,Asociados,08/04/2020,ENERGETICO,GASOLINERAS,Credito,NO,25/06/2020,"$2,000,000.00",,$0.00,Abastecedora,15,%0,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CARR LOS MOCHIS EL FUERTE #KM78.5 . C.P. 81820 El Fuerte, Sinaloa, México","ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - ANTONIO DE JESUS NAVARRO LOPEZ","6688613212,","Fianza,,,","$2,000,000.00",,undefined,,,19/10/2025,19/10/2026,,,undefined,undefined,"$2,000,000.00",19/10/2025,
2368,SERVICIOS FALOMIR,SFA9806013J5,HERIBERTO FELIX,Asociados,14/01/2020,ENERGETICO,GASOLINERAS,Credito,SI,06/02/2020,"$1,200,000.00",,$0.00,Abastecedora,1,%0,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," JESUS GARCIA #SN SC C.P. 81141 Guasave, Sinaloa, México",ABACOM - Los Mochis - ANTONIO DE JESUS NAVARRO LOPEZ,"6871306827,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
1770,SERVICIOS FAVELA DEL PALMITO,SFP750818MBA,ESCOSERRA,Asociados,21/11/2018,ENERGETICO,GASOLINERAS,Credito,NO,21/11/2018,"$3,000,000.00",,$0.00,Abastecedora,21,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," BLVD. EMILIANO ZAPATA #SN LOMAS DEL BOULEVARD C.P. 80110 Culiacán, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD","6673250672,","Fianza,,,","$3,000,000.00",,undefined,,,29/04/2026,29/04/2027,,,undefined,undefined,"$3,000,000.00",29/04/2027,
2992,SERVICIOS FEGAVE,SFE071107U90,EVORA,Asociados,10/02/2021,ENERGETICO,GASOLINERAS,Credito,SI,10/02/2021,"$1,200,000.00",,$0.00,Abastecedora,1,%0.10000000149,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CERRADA #64 . C.P. 80500 Badiraguato, Sinaloa, México",ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,"6731068803,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
2969,SERVICIOS GASOLINEROS MARALAGO,SGM100429GNA,MARALAGO,Asociados,26/01/2021,ENERGETICO,GASOLINERAS,Credito,SI,10/02/2021,"$1,200,000.00",,$0.00,Abastecedora,1,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CARRETERA A IMALA ORIENTE #2771 LOS ANGELES C.P. 80014 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"6673890019,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
5433,SERVICIOS GASTRONOMICOS HERSON,SGH130205941,,GasPetroil,12/04/2024,ENERGETICO,GAS LP,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,HERMOSILLO GAS LP,,,PETROSMART - HERMOSILLO GAS LP - AMADO SABAS GUZMAN REYNAUD,"6622751993,",,,,undefined,,,,,,,undefined,undefined,,,
7399,SERVICIOS GENERALES DE PATICAJO,SGP190924QF3,,Distribuidora,12/08/2025,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo,," CAMINO REAL #SN OTRA NO ESPECIFICADA C.P. 28767 Minatitlán, Colima, México",PETROSMART - Manzanillo - JESUS ALBERTO ARMENDARIZ ARMENDARIZ,"3141384555,",,,,undefined,,,,,,,undefined,undefined,,,
7368,SERVICIOS GRUPO AGUILA,SGA930506877,AGUILA,Distribuidora,02/08/2025,ENERGETICO,GASOLINERAS,Credito,NO,20/12/2025,"$750,000.00",20/12/2025,$0.00,Abastecedora,7,%0,Activo,Abastecedora,Culiacan,," AV ALVARO OBREGON Y AGUILAR BARRAZA #8 JORGE ALMADA C.P. 80200 Culiacán, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD","6779166656,",,,,undefined,,,,,,,undefined,undefined,,,
4409,SERVICIOS INTEGRADOS MILAN,SIM040317HM5,,Distribuidora,07/06/2023,TRANSPORTE,TRANSPORTE DE PERSONAL,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Monterrey, DIESEL AUTOMOTRIZ PETROIL," GENERAL JERONIMO TREVIÑO #970 APODACA CENTRO C.P. 66600 Apodaca, Nuevo León, México",ABACOM - Monterrey - GERARDO GUTIERREZ SANCHEZ,"8182752789,",,,,undefined,,,,,,,undefined,undefined,,,
2791,SERVICIOS INTEGRALES ARGAN SA DE CV,SIA170420Q29,,Distribuidora,12/10/2020,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Salamanca, DIESEL AUTOMOTRIZ PETROIL," NARANJOS #311 BELLAVISTA C.P. 36730 Salamanca, Guanajuato, México","PETROSMART - Salamanca - JUAN MANUEL FLORES NAVARRO, PETROSMART - Silao - JUAN MANUEL FLORES NAVARRO","6692700478,",,,,undefined,,,,,,,undefined,undefined,,,
7175,SERVICIOS INTEGRALES ARLAX,SIA220702UI2,,Distribuidora,11/06/2025,CONSTRUCCION,MATERIA PRIMA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Villahermosa,," SECTOR LOS COCOS #Sn LÁZARO CARDENAS C.P. 86280 Centro, Tabasco, México",ABACOM - Villahermosa - ANGEL ALFREDO HERNANDEZ DIAZ,"9932075271,",,,,undefined,,,,,,,undefined,undefined,,,
1878,SERVICIOS INTEGRALES EN ADMINISTRACION SA DE CV,XAXX010101000,,Distribuidora,23/02/2019,SIN SECTOR,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan,," JUAN CANO #35 SAN MIGUEL CHAPULTEPEC C.P. 0 Chapultepec, México, México",ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD,",",,,,undefined,,,,,,,undefined,undefined,,,
1372,SERVICIOS INTEGRALES MARITIMOS Y PORTUARIOS,SIM010326M61,,Distribuidora,29/01/2018,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo," DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL"," AV. NIÑOS HEROES SECTOR 6 #728 MANZANILLO CENTRO C.P. 28200 Manzanillo, Colima, México",PETROSMART - Manzanillo - PORFIRIO NARANJO ESPINOZA,"3143326141,-, -",,,,undefined,,,,,,,undefined,undefined,,,
1719,SERVICIOS LA CRUZ CEUTA,SCC0610187V2,HORIZON,Asociados,08/10/2018,ENERGETICO,GASOLINERAS,Credito,NO,14/12/2018,"$3,500,000.00",,$0.00,Abastecedora,30,%0.10000000149,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS, DIESEL MARINO PETROIL, TURBOCINA, Ajuste de descuento"," MAXIPISTA MAZATLAN CULIACAN #KM 90 SC C.P. 82700 Elota, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - ANTONIO DE JESUS NAVARRO LOPEZ, ABACOM - Mazatlan - ANTONIO DE JESUS NAVARRO LOPEZ, ACP - Mazatlan - CARLOS GENARO ESCOBAR ZAMUDIO","(667)208 9468,",",,,",,,undefined,,,,,,,undefined,undefined,"$1,920,000.00",30/10/2021,
2993,SERVICIOS LA GLORIA DE GUAMUCHIL,SGG040322V45,EVORA,Asociados,10/02/2021,ENERGETICO,GASOLINERAS,Credito,SI,10/02/2021,"$1,200,000.00",,$0.00,Abastecedora,1,%0.10000000149,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," BLVD. JOSE MARIA MORELOS #68 LA GLORIA C.P. 81470 Salvador Alvarado, Sinaloa, México",ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD,"6731068803,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
4289,SERVICIOS LAS SALVIAS,SSA1008248F1,SALVIAS,Asociados,28/04/2023,ENERGETICO,GASOLINERAS,Credito,NO,12/05/2023,"$125,000,000.00",,$0.00,Abastecedora,30,%0,Activo,Abastecedora,Mazatlan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," LIBRAMIENTO MAZATLAN #KM 25 509 VILLA UNION CENTRO C.P. 82210 Mazatlán, Sinaloa, México",ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD,"6692707524,","Fianza,,,","$125,000,000.00",,undefined,,,07/04/2026,07/04/2027,,,undefined,undefined,"$125,000,000.00",07/04/2026,
6115,SERVICIOS LOGISTICOS ALEBRIJE,SLA230830A54,,Distribuidora,22/08/2024,TRANSPORTE,CARGA,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,ELYON LOGISTICS,Mazatlan,," AV. NUEVOLEON #276 HIPODROMO CONDESA C.P. 6170 Cuauhtémoc, Ciudad de México, México | RIO SAN JOAQUIN #436 AMPLIACION GRANADA C.P. 11529 Miguel Hidalgo, Ciudad de México, México","ELYON LOGISTICS - Mazatlan - AMADO SABAS GUZMAN REYNAUD, ELYON LOGISTICS - Lazaro Cardenas - AMADO SABAS GUZMAN REYNAUD, MAZPARK LOGISTI - MAZATLAN - AMADO SABAS GUZMAN REYNAUD","6691390509,",,,,undefined,,,,,,,undefined,undefined,,,
853,SERVICIOS LOGISTICOS BPO SA DE CV,SLB100621MB3,,Distribuidora,22/03/2017,TRANSPORTE,CARGA,Credito,NO,13/10/2017,"$500,000.00",17/05/2016,"$500,000.00",Abastecedora,25,%0.1,Activo,Abastecedora,Mazatlan, DIESEL AUTOMOTRIZ PETROIL,,,"0000000000,",,,,undefined,,,,,,,undefined,undefined,,,
6490,SERVICIOS LOGISTICOS SUVA,SLS240906PUA,,Distribuidora,17/12/2024,TRANSPORTE,MATERIAL DE CONSTRUCCION,Credito,NO,15/05/2025,"$400,000.00",15/05/2025,"$400,000.00",Abastecedora,15,%0,Activo,Abastecedora,La Paz, DIESEL AUTOMOTRIZ PETROIL," AV. SAN JUAN ENTRE REMEDIOSY PROGRESO #69 CENTRO C.P. 72700 Cuautlancingo, Puebla, México | Sebastián Vizcaíno #51 GARITA DE OTAY C.P. 22430 Tijuana, Baja California, México","ABACOM - Tijuana - GILBERTO VALDEZ ROCHIN, ABACOM - La Paz - GILBERTO VALDEZ ROCHIN","6121616161,",,,,undefined,,,,,,,undefined,undefined,,,
3902,SERVICIOS LOGISTICOS Y TRANSPORTACION SIN FRONTERAS,SLT160412599,,Distribuidora,03/08/2022,TRANSPORTE,CARGA,Credito,NO,09/11/2022,"$500,000.00",09/11/2022,"$500,000.00",Abastecedora,3,%0.10000000149,Activo,Abastecedora,Monterrey, DIESEL AUTOMOTRIZ PETROIL," AVE. LUIS DONALDO COLOSIO MURRIETA #716 BARRIO SAN CARLOS 2 SECTOR C.P. 64102 Monterrey, Nuevo León, México",ABACOM - Monterrey - GERARDO GUTIERREZ SANCHEZ,"8181112064,",,,,undefined,,,,,,,undefined,undefined,,,
3341,SERVICIOS LOS SAUCES,SSA030416UB1,,Distribuidora,21/07/2021,ENERGETICO,GASOLINERAS,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS, DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," LIBRAMIENTO COLIMA-COQUIMATLAN #300 COLIMA CENTRO C.P. 28000 Colima, Colima, México","ABACOM - Guadalajara - PORFIRIO NARANJO ESPINOZA, ABACOM - Manzanillo - PORFIRIO NARANJO ESPINOZA, PETROSMART - Manzanillo - PORFIRIO NARANJO ESPINOZA, PETROSMART - Guadalajara - PORFIRIO NARANJO ESPINOZA","3123131004,-, -",,,,undefined,,,,,,,undefined,undefined,,,
2870,SERVICIOS MAQUINARIA Y TRANSPORTES RUES SA DE CV,SMT1306031H7,,Distribuidora,23/11/2020,CONSTRUCCION,CONSTRUCTORA/DESARROLLADOR,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan," DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL"," AV PROYECTO #4 . C.P. 82800 Rosario, Sinaloa, México","ABACOM - Mazatlan - CARLOS ALBERTO MUÑOZ SALAS, ACP - Mazatlan - CARLOS ALBERTO MUÑOZ SALAS","6949521042,",,,,undefined,,,,,,,undefined,undefined,,,
7741,SERVICIOS MARINOS DEL SURESTE,SMS0706049HA,,Distribuidora,27/11/2025,ENERGETICO,COMERCIALIZADORES,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Villahermosa,," Presidente Masaryk #61 POLANCO V SECCION C.P. 11560 Miguel Hidalgo, Ciudad de México, México",ABACOM - Villahermosa - ANGEL ALFREDO HERNANDEZ DIAZ,"9381336630,",,,,undefined,,,,,,,undefined,undefined,,,
7783,SERVICIOS MARITIMOS DE BAJA CALIFORNIA,SMB060929IK7,,Distribuidora,10/12/2025,SERVICIOS,REMOLCADOR MARINO,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Ensenada,," BLVD. TENIENTE AZUETA #130 RECINTO PORTUARIO C.P. 22800 Ensenada, Baja California, México",ABACOM - Ensenada - ADRIANA CERVANTES ROBLES,"6461850777,",,,,undefined,,,,,,,undefined,undefined,,,
860,"SERVICIOS MARITIMOS DEL PUERTO DE MAZATLAN, S A DE C V",SMP8712181X9,,Distribuidora,27/02/2016,ACUACULTURA,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Mazatlan," DIESEL MARINO PETROIL, DIESEL AUTOMOTRIZ PETROIL"," AVENIDA MIGUEL ALEMAN #616  CENTRO C.P. 82000 Mazatlán, Sinaloa, México",ABACOM - Mazatlan - Edith Rocxeira Zuñiga Rendon,"6691490961,",,,,undefined,,,,,,,undefined,undefined,,,
1827,"Servicios Maritimos GS, SRL",XEXX010101000,,Distribuidora,17/01/2019,SIN SECTOR,,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo,," BELLER #7 ALTOS C.P. 57000 Puerto Plata, Puerto Plata, Republica Dominicana",PETROSMART - Manzanillo - AMADO SABAS GUZMAN REYNAUD,",",,,,undefined,,,,,,,undefined,undefined,,,
2495,SERVICIOS MERARID,SME031209431,MERARID,Asociados,23/03/2020,ENERGETICO,GASOLINERAS,Credito,NO,17/04/2020,"$10,000,000.00",,$0.00,Abastecedora,30,%0,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS, DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," BLVD. FRANCISCO LABASTIDA OCHOA #463 EVORA C.P. 81460 Salvador Alvarado, Sinaloa, México","ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD, ABACOM - Corporativo - AMADO SABAS GUZMAN REYNAUD, ABACOM - Corporativo - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - PERLA CRISTINA GONZALEZ ARELLANO, ACP - Los Mochis - AMADO SABAS GUZMAN REYNAUD, PETROSMART - Los Mochis - AMADO SABAS GUZMAN REYNAUD","0000000000,",",,,Filial",,,undefined,"$10,000,000.00",,,,,,undefined,undefined,,,
1565,SERVICIOS MINERA REAL DE ANGELES S.A. DE C.V.,SMR0704113K7,REAL DE ANGELES,Distribuidora,19/06/2018,MINERIA,,Credito,NO,29/06/2018,$0.00,02/09/2019,$0.00,Abastecedora,0,%0,Activo,Abastecedora,Mexicali, DIESEL AUTOMOTRIZ PETROIL," CARRETERA TEPEZALA-ASIENTOS #S/N SIN COLONIA C.P. 20710 Asientos, Aguascalientes, México",ABACOM - Mexicali - AMADO SABAS GUZMAN REYNAUD,"6869047634,6869047620",,,,undefined,,,,,,,undefined,undefined,,,
8020,SERVICIOS MIVE,SMI030707J81,LEDO GAS,Asociados,04/03/2026,ENERGETICO,GASOLINERAS,Credito,NO,04/03/2026,"$1,200,000.00",,$0.00,Abastecedora,1,%0,Activo,Abastecedora,Culiacan,," NOVENA #2079 OBRERA CAMPESINA C.P. 80013 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"6673210202,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
1783,SERVICIOS MODERNOS DE VILLA JUAREZ SA DE CV,SMD0706014E5,,Distribuidora,05/12/2018,ENERGETICO,GASOLINERAS,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Culiacan,," PEDRO INFANTE CRUZ #1855 DESARROLLO URBANO TRES RIOS C.P. 80027 Culiacán, Sinaloa, México",ABACOM - Culiacan - AMADO SABAS GUZMAN REYNAUD,"8117999894,",,,,undefined,,,,,,,undefined,undefined,,,
3402,"SERVICIOS MULTIMODALES ZEGA, S.A. DE C.V.",SMZ171013TQ8,,Distribuidora,24/08/2021,TRANSPORTE,CARGA,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo,," SIN NOMBRE 49 #49 TAPEIXTLES C.P. 28239 Manzanillo, Colima, México",PETROSMART - Manzanillo - PORFIRIO NARANJO ESPINOZA,"3143342895,-, -",,,,undefined,,,,,,,undefined,undefined,,,
862,"SERVICIOS NAVALES DE MAZATLAN,",SNM1105199X0,,Distribuidora,03/01/2012,AGROINDUSTRIA,,Credito,NO,13/10/2017,"$50,000.00",26/07/2018,"$50,000.00",Abastecedora,30,%0.1,Activo,Abastecedora,Mazatlan, GASOLINA 87 OCTANOS," MANZANA 2 SIN NUMERO #S/N ALFREDO V BONFIL C.P. 82050 Mazatlán, Sinaloa, México",ABACOM - Mazatlan - AMADO SABAS GUZMAN REYNAUD,"6699419556,",,,,undefined,,,,,,,undefined,undefined,,,
861,SERVICIOS NAVALES E INDUSTRIALES S. A. DE C. V.,SNI8002111I3,,Distribuidora,18/11/2009,ACUACULTURA,,Credito,NO,13/10/2017,$0.00,17/05/2016,$0.00,Abastecedora,0,%0.1,Activo,Abastecedora,Mazatlan, DIESEL MARINO PETROIL," ESTERO DE URIAS ( ATRAS ESC. CET- MAR ) #. URIAS C.P. 82099 Mazatlán, Sinaloa, México",,",6699860873",,,,undefined,,,,,,,undefined,undefined,,,
4276,SERVICIOS OPERATIVOS GEC PARA EL CULTIVO DE FRUTAS,SOG170405NY6,,GasPetroil,27/04/2023,ENERGETICO,GAS LP,Credito,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,NAVOJOA GAS LP,," PROLONGACION JESUS GONZALEZ ORTEGA #449 TANGANCICUARO DE ARISTA CENTRO C.P. 59750 Tangancícuaro, Michoacán de Ocampo, México",PETROSMART - NAVOJOA GAS LP - AMADO SABAS GUZMAN REYNAUD,"6474820399,",,,,undefined,,,,,,,undefined,undefined,,,
3366,SERVICIOS OSGAS SA DE CV,SOS130112RP2,MOLECULA,Asociados,30/07/2021,ENERGETICO,GASOLINERAS,Credito,NO,30/09/2021,"$3,000,000.00",,$0.00,Abastecedora,21,%0,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CALZADA FCO VILLANUEVA ENTRE PASCULA OROZCO Y CALLE CONSTITUCION #1907 PARQUE INDUSTRIAL C.P. 85065 Cajeme, Sonora, México","ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Ciudad Obregon - NELSON IVAN JARA VILLARREAL","6444177902,",",Pagare,,",,"$3,000,000.00",undefined,,,,,08/02/2021,31/08/2022,undefined,undefined,,,
2902,SERVICIOS OSNAR,SOS030818KBA,OSNAR,Asociados,09/12/2020,ENERGETICO,GASOLINERAS,Credito,NO,03/02/2021,"$3,000,000.00",,$0.00,Abastecedora,15,%0.10000000149,Activo,Abastecedora,Tepic," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," AV. INSURGENTES PTE #769 CENTRO C.P. 63000 Tepic, Nayarit, México","ABACOM - Tepic - AMADO SABAS GUZMAN REYNAUD, ABACOM - Mazatlan - COSME LOPEZ MEDINA","3112126352,-","Fianza,,,","$3,000,000.00",,undefined,,,08/06/2025,08/06/2026,,,undefined,undefined,"$3,000,000.00",08/06/2027,
1924,SERVICIOS PALO VERDES,SPV060524S10,GRUPO CARO,Asociados,04/04/2019,ENERGETICO,GASOLINERAS,Credito,NO,12/04/2019,"$5,000,000.00",,$0.00,Abastecedora,21,%0.10000000149,Activo,Abastecedora,Los Mochis," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," 300 #2101 OTE . C.P. 85096 Cajeme, Sonora, México","ABACOM - Hermosillo - AMADO SABAS GUZMAN REYNAUD, ABACOM - Los Mochis - AMADO SABAS GUZMAN REYNAUD, ABACOM - Ciudad Obregon - CESAR RUBEN SOTO ORTEGA","6444446495,--, ---",",Pagare,,",,"$5,000,000.00",undefined,,,,,30/01/2023,30/01/2024,undefined,undefined,"$10,000,000.00",16/02/2022,
1390,SERVICIOS PORTUARIOS,SPO931206D34,,Distribuidora,16/02/2018,TRANSPORTE,MARITIMO,Contado,NO,16/02/2018,$0.00,,$0.00,Abastecedora,0,%0,Activo,Abastecedora,Ensenada,," TERMINAL MARITIMA MUELLE 3 #3 EL SAUZAL DE LOS RODRIGUEZ C.P. 22760 Ensenada, Baja California, México",ABACOM - Ensenada - ADRIANA CERVANTES ROBLES,"6461750400,6461746485",,,,undefined,,,,,,,undefined,undefined,,,
7839,SERVICIOS PORTUARIOS AM,SPA250409TY3,,Distribuidora,29/12/2025,TRANSPORTE,CARGA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Abastecedora,Manzanillo," DIESEL AUTOMOTRIZ PETROIL, DIESEL AUTOMOTRIZ PETROIL"," LUIS PAEZ BROTCHIE #454 LA LOMA C.P. 44410 Guadalajara, Jalisco, México",ABACOM - Manzanillo - FRANCISCO RUBEN RAMOS MATA,"0443148729,",,,,undefined,,,,,,,undefined,undefined,,,
4510,SERVICIOS PORTUARIOS BEST DE MEXICO,SPB210920MG6,,Distribuidora,15/07/2023,SERVICIOS,ALMACENAJE Y/O MANIOBRA,Contado,NO,,$0.00,,$0.00,,0,%0,Activo,Petro Smart,Manzanillo,," AVENIDA LAZARO CARDENAS #1805 PLAYA AZUL C.P. 28218 Manzanillo, Colima, México",PETROSMART - Manzanillo - AMADO SABAS GUZMAN REYNAUD,"3141092963,",,,,undefined,,,,,,,undefined,undefined,,,
3429,SERVICIOS RANCHEZ,SRA070418I51,ALAN BRINGAS,Asociados,09/09/2021,ENERGETICO,GASOLINERAS,Credito,SI,11/09/2021,"$1,200,000.00",,$0.00,Abastecedora,1,%0,Activo,Abastecedora,Culiacan," DIESEL AUTOMOTRIZ PETROIL, GASOLINA 87 OCTANOS, GASOLINA 91 OCTANOS"," CARRETERA CULIACAN EL DORADO KM 40 #SN LOCALIDAD SANCHEZ CELIS C.P. 80430 Culiacán, Sinaloa, México",ABACOM - Culiacan - PERLA CRISTINA GONZALEZ ARELLANO,"6673903001,",",,Discrecional,",,,undefined,,"$1,200,000.00",,,,,undefined,undefined,,,
